msc_code,model_tisco,submodel_name_tisco,model,submodel,submodel_name,model_year
DHS3RAE_3,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - XD - Soul Red Crystal,2,1.5,XD,2021
DHP4RAH,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 C Sports,2,1.3,C Sports,2021
DHP4RAH_1,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 C Sports - White Pearl,2,1.3,C Sports,2021
DHP4RAH_2,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 C Sports - Machine Grey,2,1.3,C Sports,2021
DHP4RAH_3,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 C Sports - Soul Red Crystal,2,1.3,C Sports,2021
DHP4RAJ,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 S Sports,2,1.3,S Sports,2021
DHP4RAJ_1,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 S Sports - White Pearl,2,1.3,S Sports,2021
DHP4RAJ_2,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 S Sports - Machine Grey,2,1.3,S Sports,2021
DHP4RAJ_3,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 S Sports - Soul Red Crystal,2,1.3,S Sports,2021
DHP4RAK,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 S Sports Leather,2,1.3,S Sports Leather,2021
DHP4RAK_1,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 S Sports Leather - White Pearl,2,1.3,S Sports Leather,2021
DHP4RAK_2,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 S Sports Leather - Machine Grey,2,1.3,S Sports Leather,2021
DHP4RAK_3,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - 1.3 S Sports Leather - Soul Red Crystal,2,1.3,S Sports Leather,2021
DHP5RAE,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - XD Sports,2,1.5,XD Sports,2021
DHP5RAE_1,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - XD Sports - White Pearl,2,1.5,XD Sports,2021
DHP5RAE_2,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - XD Sports - Machine Grey,2,1.5,XD Sports,2021
DHP5RAE_3,MAZDA2 (MY21) (Launch 4 Feb 21),MAZDA2 (MY2021) - XD Sports - Soul Red Crystal,2,1.5,XD Sports,2021
ZP77RAC,MAZDA CX-5 (MY2021),CX-5 2.0 S,CX-5,2.0,S,2021
ZP77RAC_1,MAZDA CX-5 (MY2021),CX-5 2.0 S - White Pearl,CX-5,2.0,S,2021
ZP77RAC_2,MAZDA CX-5 (MY2021),CX-5 2.0 S - Machine Grey,CX-5,2.0,S,2021
ZP77RAC_3,MAZDA CX-5 (MY2021),CX-5 2.0 S - Soul Red Crystal,CX-5,2.0,S,2021
ZP78RAB,MAZDA CX-5 (MY2021),CX-5 2.0 SP,CX-5,2.0,SP,2021
ZP78RAB_1,MAZDA CX-5 (MY2021),CX-5 2.0 SP - White Pearl,CX-5,2.0,SP,2021
ZP78RAB_2,MAZDA CX-5 (MY2021),CX-5 2.0 SP - Machine Grey,CX-5,2.0,SP,2021
ZP78RAB_3,MAZDA CX-5 (MY2021),CX-5 2.0 SP - Soul Red Crystal,CX-5,2.0,SP,2021
ZP82RAB,MAZDA CX-5 (MY2021),CX-5 2.2 XDL,CX-5,2.2,XDL 4WD,2021
ZP82RAB_1,MAZDA CX-5 (MY2021),CX-5 2.2 XDL - White Pearl,CX-5,2.2,XDL 4WD,2021
ZP82RAB_2,MAZDA CX-5 (MY2021),CX-5 2.2 XDL - Machine Grey,CX-5,2.2,XDL 4WD,2021
ZP82RAB_3,MAZDA CX-5 (MY2021),CX-5 2.2 XDL - Soul Red Crystal,CX-5,2.2,XDL 4WD,2021
ZP80RAB,MAZDA CX-5 (MY2021),CX-5 2.5 SP Turbo,CX-5,2.5,Turbo SP 4WD,2021
ZP80RAB_1,MAZDA CX-5 (MY2021),CX-5 2.5 SP Turbo  - White Pearl,CX-5,2.5,Turbo SP 4WD,2021
ZP80RAB_2,MAZDA CX-5 (MY2021),CX-5 2.5 SP Turbo - Machine Grey,CX-5,2.5,Turbo SP 4WD,2021
ZP80RAB_3,MAZDA CX-5 (MY2021),CX-5 2.5 SP Turbo - Soul Red Crystal,CX-5,2.5,Turbo SP 4WD,2021
ZV2DRAF,MAZDA CX-8 (MY2021),CX-8 2.5 S,CX-8,2.5,S,2021
ZV2DRAF_1,MAZDA CX-8 (MY2021),CX-8 2.5 S - White Pearl,CX-8,2.5,S,2021
ZV2DRAF_2,MAZDA CX-8 (MY2021),CX-8 2.5 S - Machine Grey,CX-8,2.5,S,2021
ZV2DRAF_3,MAZDA CX-8 (MY2021),CX-8 2.5 S - Soul Red Crystal,CX-8,2.5,S,2021
ZV2DRAG,MAZDA CX-8 (MY2021),CX-8 2.5 SP,CX-8,2.5,SP,2021
ZV2DRAG_1,MAZDA CX-8 (MY2021),CX-8 2.5 SP - White Pearl,CX-8,2.5,SP,2021
ZV2DRAG_2,MAZDA CX-8 (MY2021),CX-8 2.5 SP - Machine Grey,CX-8,2.5,SP,2021
ZV2DRAG_3,MAZDA CX-8 (MY2021),CX-8 2.5 SP - Soul Red Crystal,CX-8,2.5,SP,2021
ZV2DRAH,MAZDA CX-8 (MY2021),CX-8 2.5 SP EXCLUSIVE,CX-8,2.5,SP Exclusive,2021
ZV2DRAH_1,MAZDA CX-8 (MY2021),CX-8 2.5 SP EXCLUSIVE  - White Pearl,CX-8,2.5,SP Exclusive,2021
ZV2DRAH_2,MAZDA CX-8 (MY2021),CX-8 2.5 SP EXCLUSIVE - Machine Grey,CX-8,2.5,SP Exclusive,2021
ZV2DRAH_3,MAZDA CX-8 (MY2021),CX-8 2.5 SP EXCLUSIVE - Soul Red Crystal,CX-8,2.5,SP Exclusive,2021
ZV2ERAB,MAZDA CX-8 (MY2021),CX-8 2.2 XDL,CX-8,2.2,XDL,2021
ZV2ERAB_1,MAZDA CX-8 (MY2021),CX-8 2.2 XDL - White Pearl,CX-8,2.2,XDL,2021
ZV2ERAB_2,MAZDA CX-8 (MY2021),CX-8 2.2 XDL - Machine Grey,CX-8,2.2,XDL,2021
ZV2ERAB_3,MAZDA CX-8 (MY2021),CX-8 2.2 XDL - Soul Red Crystal,CX-8,2.2,XDL,2021
DHFRRAB,MAZDA CX-3 (MY2022),2.0 BASE,CX-3,2.0,Base,2022
DHFRRAB_1,MAZDA CX-3 (MY2022),2.0 BASE - White Pearl,CX-3,2.0,Base,2022
DHFRRAB_2,MAZDA CX-3 (MY2022),2.0 BASE- Machine Grey,CX-3,2.0,Base,2022
DHFRRAB_3,MAZDA CX-3 (MY2022),2.0 BASE - Soul Red,CX-3,2.0,Base,2022
DHFRRAA,MAZDA CX-3 (MY2022),2.0 BASE PLUS,CX-3,2.0,Base Plus,2022
DHFRRAA_1,MAZDA CX-3 (MY2022),2.0 BASE PLUS - White Pearl,CX-3,2.0,Base Plus,2022
DHFRRAA_2,MAZDA CX-3 (MY2022),2.0 BASE PLUS - Machine Grey,CX-3,2.0,Base Plus,2022
DHFRRAA_3,MAZDA CX-3 (MY2022),2.0 BASE PLUS - Soul Red,CX-3,2.0,Base Plus,2022
DHFSRAA,MAZDA CX-3 (MY2022),2.0 COMFORT,CX-3,2.0,Comfort,2022
DHFSRAA_1,MAZDA CX-3 (MY2022),2.0 COMFORT - White Pearl,CX-3,2.0,Comfort,2022
DHFSRAA_2,MAZDA CX-3 (MY2022),2.0 COMFORT- Machine Grey,CX-3,2.0,Comfort,2022
DHFSRAA_3,MAZDA CX-3 (MY2022),2.0 COMFORT - Soul Red,CX-3,2.0,Comfort,2022
DLFCRAA,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 C,CX-30,2.0,C,2022
DLFCRAA_1,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 C - White Pearl,CX-30,2.0,C,2022
DLFCRAA_2,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 C - Machine Grey,CX-30,2.0,C,2022
DLFCRAA_3,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 C - Soul Red,CX-30,2.0,C,2022
DLFCRAB,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 S,CX-30,2.0,S,2022
DLFCRAB_1,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 S - White Pearl,CX-30,2.0,S,2022
DLFCRAB_2,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 S - Machine Grey,CX-30,2.0,S,2022
DLFCRAB_3,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 S - Soul Red,CX-30,2.0,S,2022
DLFDRAA,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 SP,CX-30,2.0,SP,2022
DLFDRAA_1,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 SP - White Pearl,CX-30,2.0,SP,2022
DLFDRAA_2,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 SP - Machine Grey,CX-30,2.0,SP,2022
DLFDRAA_3,MAZDA CX-30 (MY2022),NEW MAZDA CX-30 2.0 SP - Soul Red,CX-30,2.0,SP,2022
ZV3ERAB,MAZDA CX-8 (MY2022),New CX-8 2.5 S,CX-8,2.5,S,2022
ZV3ERAB_1,MAZDA CX-8 (MY2022),New CX-8 2.5 S - White Pearl,CX-8,2.5,S,2022
ZV3ERAB_2,MAZDA CX-8 (MY2022),New CX-8 2.5 S - Machine Grey,CX-8,2.5,S,2022
ZV3ERAB_3,MAZDA CX-8 (MY2022),New CX-8 2.5 S - Soul Red Crystal,CX-8,2.5,S,2022
ZV3ERAC,MAZDA CX-8 (MY2022),New CX-8 2.5 SP,CX-8,2.5,SP,2022
ZV3ERAC_1,MAZDA CX-8 (MY2022),New CX-8 2.5 SP - White Pearl,CX-8,2.5,SP,2022
ZV3ERAC_2,MAZDA CX-8 (MY2022),New CX-8 2.5 SP - Machine Grey,CX-8,2.5,SP,2022
ZV3ERAC_3,MAZDA CX-8 (MY2022),New CX-8 2.5 SP - Soul Red Crystal,CX-8,2.5,SP,2022
ZV3FRAC,MAZDA CX-8 (MY2022),New CX-8 2.5 SP EXCLUSIVE,CX-8,2.5,SP Exclusive,2022
ZV3FRAC_1,MAZDA CX-8 (MY2022),New CX-8 2.5 SP EXCLUSIVE  - White Pearl,CX-8,2.5,SP Exclusive,2022
ZV3FRAC_2,MAZDA CX-8 (MY2022),New CX-8 2.5 SP EXCLUSIVE - Machine Grey,CX-8,2.5,SP Exclusive,2022
ZV3FRAC_3,MAZDA CX-8 (MY2022),New CX-8 2.5 SP EXCLUSIVE - Soul Red Crystal,CX-8,2.5,SP Exclusive,2022
ZV3GRAA,MAZDA CX-8 (MY2022),New CX-8 2.2 XDL,CX-8,2.2,XDL,2022
ZV3GRAA_1,MAZDA CX-8 (MY2022),New CX-8 2.2 XDL - White Pearl,CX-8,2.2,XDL,2022
ZV3GRAA_2,MAZDA CX-8 (MY2022),New CX-8 2.2 XDL - Machine Grey,CX-8,2.2,XDL,2022
ZV3GRAA_3,MAZDA CX-8 (MY2022),New CX-8 2.2 XDL - Soul Red Crystal,CX-8,2.2,XDL,2022
ZV3HRAA,MAZDA CX-8 (MY2022),New CX-8 2.2 XDL EXCLUSIVE,CX-8,2.2,XDL Exclusive 4WD,2022
ZV3HRAA_1,MAZDA CX-8 (MY2022),New CX-8 2.2 XDL EXCLUSIVE- White Pearl,CX-8,2.2,XDL Exclusive 4WD,2022
ZV3HRAA_2,MAZDA CX-8 (MY2022),New CX-8 2.2 XDL EXCLUSIVE- Machine Grey,CX-8,2.2,XDL Exclusive 4WD,2022
ZV3HRAA_3,MAZDA CX-8 (MY2022),New CX-8 2.2 XDL EXCLUSIVE- Soul Red Crystal,CX-8,2.2,XDL Exclusive 4WD,2022
DGJNRAB,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 E,2,1.3,E,2022
DGJNRAB_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 E - White Pearl,2,1.3,E,2022
DGJNRAB_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 E - Machine Grey,2,1.3,E,2022
DGJNRAB_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 E - Soul Red Crystal,2,1.3,E,2022
DGJNRAA,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 C,2,1.3,C,2022
DGJNRAA_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 C - White Pearl,2,1.3,C,2022
DGJNRAA_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 C - Machine Grey,2,1.3,C,2022
DGJNRAA_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 C - Soul Red Crystal,2,1.3,C,2022
DGJNRAF,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 S Leather,2,1.3,S Leather,2022
DGJNRAF_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 S Leather - White Pearl,2,1.3,S Leather,2022
DGJNRAF_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 S Leather - Machine Grey,2,1.3,S Leather,2022
DGJNRAF_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 S Leather - Soul Red Crystal,2,1.3,S Leather,2022
DGJNRAC,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 SP,2,1.3,SP,2022
DGJNRAC_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 SP - White Pearl,2,1.3,SP,2022
DGJNRAC_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 SP - Machine Grey,2,1.3,SP,2022
DGJNRAC_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 SP - Soul Red Crystal,2,1.3,SP,2022
DGJPRAA,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.5 XDL,2,1.5,XDL,2022
DGJPRAA_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.5 XDL - White Pearl,2,1.5,XDL,2022
DGJPRAA_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.5 XDL - Machine Grey,2,1.5,XDL,2022
DGJPRAA_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.5 XDL - Soul Red Crystal,2,1.5,XDL,2022
DEMWRAA,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 E Sports,2,1.3,E Sports,2022
DEMWRAA_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 E Sports - White Pearl,2,1.3,E Sports,2022
DEMWRAA_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 E Sports - Machine Grey,2,1.3,E Sports,2022
DEMWRAA_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 E Sports - Soul Red Crystal,2,1.3,E Sports,2022
DEMWRAB,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 C Sports,2,1.3,C Sports,2022
DEMWRAB_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 C Sports - White Pearl,2,1.3,C Sports,2022
DEMWRAB_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 C Sports - Machine Grey,2,1.3,C Sports,2022
DEMWRAB_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 C Sports - Soul Red Crystal,2,1.3,C Sports,2022
DEMWRAF,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 S Sports Leather,2,1.3,S Sports Leather,2022
DEMWRAF_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 S Sports Leather - White Pearl,2,1.3,S Sports Leather,2022
DEMWRAF_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 S Sports Leather - Machine Grey,2,1.3,S Sports Leather,2022
DEMWRAF_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 S Sports Leather - Soul Red Crystal,2,1.3,S Sports Leather,2022
DEMWRAC,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 SP Sports,2,1.3,SP Sports,2022
DEMWRAC_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 SP Sports - White Pearl,2,1.3,SP Sports,2022
DEMWRAC_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 SP Sports - Machine Grey,2,1.3,SP Sports,2022
DEMWRAC_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.3 SP Sports - Soul Red Crystal,2,1.3,SP Sports,2022
DENARAA,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.5 XDL Sports,2,1.5,XDL Sports,2022
DENARAA_1,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.5 XDL Sports - White Pearl,2,1.5,XDL Sports,2022
DENARAA_2,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.5 XDL Sports - Machine Grey,2,1.5,XDL Sports,2022
DENARAA_3,MAZDA2 (MY2022) ,MAZDA2 (MY2022) - 1.5 XDL Sports - Soul Red Crystal,2,1.5,XDL Sports,2022
DNEPRAB,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 C,2,1.3,C,2023
DNEPRAB_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 C Snowflake White Pearl,2,1.3,C,2023
DNEPRAB_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 C Machine Gray,2,1.3,C,2023
DNEPRAB_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 C Soul Red Crystal,2,1.3,C,2023
DNEPRAC,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 S,2,1.3,S,2023
DNEPRAC_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 S Snowflake White Pearl,2,1.3,S,2023
DNEPRAC_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 S Machine Gray,2,1.3,S,2023
DNEPRAC_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 S Soul Red Crystal,2,1.3,S,2023
DNEPRAD,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 SP,2,1.3,SP,2023
DNEPRAD_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 SP Snowflake White Pearl,2,1.3,SP,2023
DNEPRAD_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 SP Machine Gray,2,1.3,SP,2023
DNEPRAD_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 SP Soul Red Crystal,2,1.3,SP,2023
DNERRAB,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XD,2,1.5,XD,2023
DNERRAB_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XD Snowflake White Pearl,2,1.5,XD,2023
DNERRAB_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XD Machine Gray,2,1.5,XD,2023
DNERRAB_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XD Soul Red Crystal,2,1.5,XD,2023
DNERRAA,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XDL,2,1.5,XDL,2023
DNERRAA_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XDL Snowflake White Pearl,2,1.5,XDL,2023
DNERRAA_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XDL Machine Gray,2,1.5,XDL,2023
DNERRAA_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XDL Soul Red Crystal,2,1.5,XDL,2023
DNFMRAB,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 C Sports,2,1.3,C Sports,2023
DNFMRAB_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 C Sports Snowflake White Pearl,2,1.3,C Sports,2023
DNFMRAB_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 C Sports Machine Gray,2,1.3,C Sports,2023
DNFMRAB_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 C Sports Soul Red Crystal,2,1.3,C Sports,2023
DNFMRAC,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 S Sports,2,1.3,S Sports,2023
DNFMRAC_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 S Sports Snowflake White Pearl,2,1.3,S Sports,2023
DNFMRAC_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 S Sports Machine Gray,2,1.3,S Sports,2023
DNFMRAC_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 S Sports Soul Red Crystal,2,1.3,S Sports,2023
DNFMRAD,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 SP Sports,2,1.3,SP Sports,2023
DNFMRAD_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 SP Sports Snowflake White Pearl,2,1.3,SP Sports,2023
DNFMRAD_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 SP Sports Machine Gray,2,1.3,SP Sports,2023
DNFMRAD_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - 1.3 SP Sports Soul Red Crystal,2,1.3,SP Sports,2023
DNFNRAB,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XD Sports,2,1.5,XD Sports,2023
DNFNRAB_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XD Sports Snowflake White Pearl,2,1.5,XD Sports,2023
DNFNRAB_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XD Sports Machine Gray,2,1.5,XD Sports,2023
DNFNRAB_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XD Sports Soul Red Crystal,2,1.5,XD Sports,2023
DNFNRAA,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XDL Sports,2,1.5,XDL Sports,2023
DNFNRAA_1,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XDL Sports Snowflake White Pearl,2,1.5,XDL Sports,2023
DNFNRAA_2,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XDL Sports Machine Gray,2,1.5,XDL Sports,2023
DNFNRAA_3,MAZDA2 (MY2023) ,MAZDA2 (MY23) - XDL Sports Soul Red Crystal,2,1.5,XDL Sports,2023
DNJDRAD,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 BASE,CX-3,2.0,Base,2023
DNJDRAD_1,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 BASE - White Pearl,CX-3,2.0,Base,2023
DNJDRAD_2,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 BASE- Machine Grey,CX-3,2.0,Base,2023
DNJDRAD_3,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 BASE - Soul Red Crystal,CX-3,2.0,Base,2023
DNJDRAE,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 BASE PLUS,CX-3,2.0,Base Plus,2023
DNJDRAE_1,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 BASE PLUS - White Pearl,CX-3,2.0,Base Plus,2023
DNJDRAE_2,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 BASE PLUS - Machine Grey,CX-3,2.0,Base Plus,2023
DNJDRAE_3,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 BASE PLUS - Soul Red Crystal,CX-3,2.0,Base Plus,2023
DNJERAB,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 COMFORT,CX-3,2.0,Comfort,2023
DNJERAB_1,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 COMFORT - White Pearl,CX-3,2.0,Comfort,2023
DNJERAB_2,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 COMFORT- Machine Grey,CX-3,2.0,Comfort,2023
DNJERAB_3,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 COMFORT - Soul Red Crystal,CX-3,2.0,Comfort,2023
DNJERAC,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 SPORT LUXE,CX-3,2.0,Sport Luxe,2023
DNJERAC_3,MAZDA CX-3 (MY2023) ,MAZDA CX-3 (MY23) 2.0 SPORT LUXE - Soul Red Crystal,CX-3,2.0,Sport Luxe,2023