index,car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost,ttb_bluebook_id,
172,2020,Mazda,3,2,S Sports,Hatchback,AT,19,24,other,52500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-สุขุมวิท/12820696,748000,367,
2119,2011,Mazda,2,1.5,Spirit Sports,Hatchback,AT,9,14,white,137500,2023-10-25,mazda-2-spirit-sports-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12341882,219000,319,
55,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,silver,93175,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-มีนบุรี/12777919?auc=true,389000,98,
1474,2015,Mazda,3,2,S Sports,Hatchback,AT,14,18,brown,140629,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11963885?auc=true,399000,440,
103,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,red,52500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อำเภอบางพลี/12687481,375000,98,
1165,2022,Mazda,3,2,SP Sports,Hatchback,AT,19,24,white,14838,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12213933?auc=true,898000,350,
1469,2016,Mazda,CX-3,2,SP,SUV,AT,15,19,red,82500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/7959414,449000,1011,
1938,2018,Mazda,CX-3,2,SP,SUV,AT,15,22,red,87500,2023-10-25,mazda-cx-3-sp-ภาคใต้-อำเภอเมืองภูเก็ต/12613484,585000,995,
2084,2015,Mazda,3,2,S Sports,Hatchback,AT,14,18,red,167500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12433053?auc=true,369000,440,
1793,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,gray,29835,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงราย/12813916,435000,98,
1878,2022,Mazda,2,1.3,C,Sedan,AT,15,25,white,7500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12766179?auc=true,399000,25,
121,2012,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9,14,blue,27500,2023-10-25,mazda-2-elegance-spirit-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12646344,150000,290,
2033,2016,Mazda,2,1.3,High,Sedan,AT,15,25,white,147500,2023-10-25,mazda-2-high-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12567260?auc=true,289000,176,
458,2017,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,14,21,black,207500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12055057,359000,769,
678,2021,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15,25,red,2500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12815558,389000,54,
1475,2022,Mazda,CX-30,2,SP,SUV,AT,20,25,white,32188,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11472088?auc=true,899999,1024,
156,2021,Mazda,2,1.3,C,Sedan,AT,15,25,black,27500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12760638,450900,42,
364,2021,Mazda,CX-30,2,SP,SUV,AT,20,25,white,82500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-พระราม3-สาทร-พระราม4/9920857,799000,1028,
566,2012,Mazda,2,1.5,Sports Groove,Hatchback,MT,9,14,white,77500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12788649?auc=true,189000,283,
1261,2020,Mazda,3,2,S Sports,Hatchback,AT,19,24,black,22500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12293210,699000,367,
697,2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13,16,gray,105014,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-มีนบุรี/12500102,465000,1101,
1169,2015,Mazda,3,2,S,Sedan,AT,14,18,gray,117500,2023-10-25,mazda-3-s-ภาคตะวันออก-อำเภอเมืองระยอง/11208461,459000,437,
963,2015,Mazda,3,2,C Sports,Hatchback,AT,14,18,red,164043,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12521354,389000,431,
645,2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15,25,brown,12500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12802011,349000,152,
1279,2014,Mazda,3,2,SP Sports,Hatchback,AT,14,18,red,167500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12483852?auc=true,429000,461,
1317,2013,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11,14,red,202500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12354852?auc=true,234000,469,
1822,2015,Mazda,3,2,E Sports,Hatchback,AT,14,18,brown,174559,2023-10-25,mazda-3-e-sports-กรุงเทพและปริมณฑล-อ่อนนุช/12786149?auc=true,359000,434,
1251,2019,Mazda,3,2,SP,Sedan,AT,19,24,red,42500,2023-10-25,mazda-3-sp-กรุงเทพและปริมณฑล-มีนบุรี/11911877?auc=true,768000,377,
1570,2012,Mazda,2,1.5,Elegance Maxx,Sedan,AT,9,14,sky,112500,2023-10-25,mazda-2-elegance-maxx-ภาคอีสาน-อำเภอเมืองขอนแก่น/10919848?auc=true,239000,285,
2148,2012,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9,14,red,162500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12190088,239000,291,
1874,2022,Mazda,CX-30,2,SP,SUV,AT,20,25,gray,19090,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-ลำลูกกา/12768109?auc=true,859000,1024,
2009,2016,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,14,21,black,92500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองบุรีรัมย์/12646654,369000,816,
476,2013,Mazda,2,1.5,Sports Groove,Hatchback,AT,9,14,sky,87500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12614051,199000,257,
961,2018,Mazda,CX-5,2,SP,SUV,AT,17,23,black,107500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/11375940,689000,1079,
2152,2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9,14,silver,147500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12157026?auc=true,239000,267,
1266,2021,Mazda,2,1.3,S Sports,Hatchback,AT,15,25,red,27500,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12461477?auc=true,459000,63,
2141,2008,Mazda,3,1.6,Spirit,Sedan,AT,5,10,black,287500,2023-10-25,mazda-3-spirit-ภาคตะวันออก-อำเภอบางละมุง/12201994,135000,534,
951,2019,Mazda,3,2,C Sports,Hatchback,AT,14,18,red,42500,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12546142,499000,370,
1392,2017,Mazda,2,1.3,High Plus,Sedan,AT,15,25,red,102500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/11897720?auc=true,324000,148,
281,2021,Mazda,CX-30,2,SP,SUV,AT,20,25,gray,47500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12752049,700000,1028,
303,2007,Mazda,3,1.6,Groove,Sedan,AT,5,10,white,122500,2023-10-25,mazda-3-groove-กรุงเทพและปริมณฑล-สุขุมวิท/12360649,110000,-1,
1375,2018,Mazda,2,1.3,High Connect,Sedan,AT,15,25,white,82902,2023-10-25,mazda-2-high-connect-ภาคตะวันออก-อำเภอเมืองชลบุรี/12188261?auc=true,419000,122,
1850,2012,Mazda,2,1.5,Spirit,Sedan,AT,9,14,gray,102500,2023-10-25,mazda-2-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12782729,198000,317,
794,2017,Mazda,3,2,S Sports,Hatchback,AT,14,18,black,162500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12697441,528900,413,
864,2018,Mazda,CX-5,2,SP,SUV,AT,17,23,white,127500,2023-10-25,mazda-cx-5-sp-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12773488,697000,1079,
1164,2021,Mazda,2,1.3,S Sports,Hatchback,AT,15,25,white,14248,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11494521?auc=true,458000,62,
625,2022,Mazda,CX-30,2,S,SUV,AT,20,25,gray,22147,2023-10-25,mazda-cx-30-s-ภาคใต้-อำเภอเมืองภูเก็ต/12800692,799000,1023,
1666,2014,Mazda,3,2,S,Sedan,AT,14,18,black,113011,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12721098,373500,459,
496,2015,Mazda,2,1.5,XD Sports High Plus,Hatchback,AT,15,25,red,137500,2023-10-25,mazda-2-xd-sports-high-plus-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12551712,388900,217,
1035,2015,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,14,21,black,107500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11903805?auc=true,299000,862,
2074,2017,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,14,21,black,132500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองนครราชสีมา/12484236?auc=true,399000,769,
149,2015,Mazda,3,2,E,Sedan,AT,14,18,gray,132500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-อำเภอเมืองสมุทรปราการ/12481240,320000,433,
699,2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9,14,gray,116882,2023-10-25,mazda-2-sports-spirit-กรุงเทพและปริมณฑล-มีนบุรี/12461729,215000,296,
529,2015,Mazda,3,2,Racing Series Limited Edition,Hatchback,AT,14,17,red,32500,2023-10-25,mazda-3-racing-series-limited-edition-กรุงเทพและปริมณฑล-อำเภอลำลูกกา/12841934,455000,430,
936,2012,Mazda,2,1.5,Elegance Groove,Sedan,AT,9,14,white,2500,2023-10-25,mazda-2-elegance-groove-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12665003,199000,277,
826,2020,Mazda,2,1.3,S,Sedan,AT,15,25,gray,50452,2023-10-25,mazda-2-s-กรุงเทพและปริมณฑล-อ่อนนุช/12776114?auc=true,368000,82,
1356,2007,Mazda,3,1.6,V,Hatchback,AT,5,10,white,227500,2023-10-25,mazda-3-v-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12329119?auc=true,139000,-1,
1369,2019,Mazda,2,1.3,C,Sedan,AT,15,25,black,2500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/11914071?auc=true,359000,88,
1579,2021,Mazda,CX-30,2,C,SUV,AT,20,25,gray,14744,2023-10-25,mazda-cx-30-c-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/9330992,849000,1026,
626,2020,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17,23,red,79505,2023-10-25,mazda-cx-5-xdl-ภาคใต้-อำเภอเมืองภูเก็ต/12759831,799000,1061,
1532,2021,Mazda,CX-8,2.2,XDL Exclusive 4WD,SUV,AT,19,25,black,27500,2023-10-25,mazda-cx-8-xdl-exclusive-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11323304,1599000,1136,
1725,2020,Mazda,CX-30,2,SP,SUV,AT,20,25,gray,34147,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11975499?auc=true,878000,1032,
1890,2016,Mazda,CX-3,2,SP,SUV,AT,15,22,red,143496,2023-10-25,mazda-cx-3-sp-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12593716?auc=true,499000,1011,
1425,2015,Mazda,2,1.5,XD High Plus L,Sedan,AT,15,25,red,82500,2023-10-25,mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-อ่อนนุช/12059468,368000,213,
883,2016,Mazda,CX-3,2,S,SUV,AT,15,22,red,67500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/10870788,455000,1010,
1854,2021,Mazda,CX-30,2,SP,SUV,AT,20,25,red,83671,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12781260,718000,1028,
1489,2015,Mazda,3,2,E Sports,Hatchback,AT,14,18,white,152500,2023-10-25,mazda-3-e-sports-ภาคอีสาน-อำเภอปักธงชัย/11759495?auc=true,469000,434,
917,2019,Mazda,CX-3,2,S,SUV,AT,15,22,white,116000,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-อ่อนนุช/11726374,479000,984,
23,2015,Mazda,3,2,S,Sedan,AT,14,18,gray,117500,2023-10-25,mazda-3-s-ภาคตะวันออก-อำเภอเมืองชลบุรี/8928162?auc=true,459000,437,
397,2021,Mazda,2,1.3,S,Sedan,AT,15,25,red,27500,2023-10-25,mazda-2-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11832918?auc=true,428000,60,
64,2019,Mazda,2,1.3,High Plus,Sedan,AT,15,25,red,46060,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-มีนบุรี/12597537?auc=true,419000,100,
863,2018,Mazda,2,1.3,Standard,Sedan,AT,15,25,red,52500,2023-10-25,mazda-2-standard-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12491527?auc=true,389000,130,
641,2020,Mazda,2,1.3,High Connect,Sedan,AT,15,25,red,52500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/11961517?auc=true,389000,-1,
411,2012,Mazda,2,1.5,Elegance Groove,Sedan,AT,9,14,red,74458,2023-10-25,mazda-2-elegance-groove-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12315196,168000,277,
1974,2016,Mazda,3,2,S Sports,Hatchback,AT,14,18,brown,92500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12672460?auc=true,419000,423,
788,2019,Mazda,3,2,SP,Sedan,AT,19,24,white,57500,2023-10-25,mazda-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10912539?auc=true,639000,377,
1896,2018,Mazda,2,1.3,High Connect,Sedan,AT,15,25,red,86386,2023-10-25,mazda-2-high-connect-ภาคใต้-อำเภอหาดใหญ่/12479246,370000,116,
343,2019,Mazda,CX-5,2.5,Turbo SP 4WD,SUV,AT,17,23,red,47500,2023-10-25,mazda-cx-5-turbo-sp-ภาคใต้-อำเภอถลาง/12665765,1079000,1074,
659,2017,Mazda,3,2,E,Sedan,AT,14,18,brown,62471,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/9388042?auc=true,399000,404,
130,2017,Mazda,2,1.3,Sports High,Hatchback,AT,15,25,gray,154705,2023-10-25,mazda-2-sports-high-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12814357?carsome=true,363900,150,
609,2012,Mazda,3,2,Maxx Sports,Hatchback,AT,11,14,white,296959,2023-10-25,mazda-3-maxx-sports-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/12621624?auc=true,279000,483,
204,2017,Mazda,2,1.3,High Connect,Sedan,AT,15,25,gray,127500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12760883,383900,145,
1160,2014,Mazda,3,2,S,Sedan,AT,14,18,brown,132500,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12549557,379000,459,
846,2018,Mazda,2,1.3,High,Sedan,AT,15,25,black,142500,2023-10-25,mazda-2-high-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12419963,299000,118,
135,2021,Mazda,CX-30,2,SP,SUV,AT,20,25,white,47500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12652824,880000,1028,
819,2016,Mazda,2,1.3,Sports High,Hatchback,AT,15,25,gray,92500,2023-10-25,mazda-2-sports-high-กรุงเทพและปริมณฑล-กาญจนาภิเษก/9533332,348000,197,
1276,2021,Mazda,CX-30,2,SP,SUV,AT,20,25,gray,2500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12348575,899000,1028,
524,2018,Mazda,CX-5,2,C,SUV,AT,17,23,red,2500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12841153,699000,1076,
2016,2019,Mazda,3,2,C,Sedan,AT,14,18,red,22500,2023-10-25,mazda-3-c-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12632551,529000,368,
1964,2011,Mazda,2,1.5,Elegance Groove,Sedan,AT,9,14,white,2500,2023-10-25,mazda-2-elegance-groove-ภาคใต้-อำเภอเมืองสงขลา/12686366,188000,301,
878,2020,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15,25,gray,32500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12522195?auc=true,444000,79,
426,2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,14,21,black,197500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-ลำลูกกา/11733944,379000,933,
2070,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,gray,47500,2023-10-25,mazda-2-high-connect-ภาคใต้-อำเภอเมืองภูเก็ต/10279216,379000,98,
1562,2017,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,14,21,white,97500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอปักธงชัย/11201670?auc=true,415000,770,
1656,2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,14,21,gray,42500,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12855850,350900,778,
1939,2017,Mazda,2,1.3,High,Sedan,AT,15,22,white,112500,2023-10-25,mazda-2-high-ภาคอีสาน-อำเภอปักธงชัย/12712443?auc=true,399000,147,
1291,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15,25,red,162500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12417442?auc=true,349000,101,
563,2021,Mazda,CX-3,2,Base Plus,SUV,AT,15,22,gray,23785,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12167517?auc=true,598000,961,
2069,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,black,52500,2023-10-25,mazda-2-high-connect-ภาคใต้-อำเภอเมืองภูเก็ต/12301956,379000,98,
1928,2011,Mazda,2,1.5,Groove,Sedan,AT,9,14,black,147500,2023-10-25,mazda-2-groove-ภาคเหนือ-อำเภอเมืองลำพูน/11092609,199000,302,
2048,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,red,2500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12537637?auc=true,459000,98,
679,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,silver,82500,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12819134?auc=true,439000,98,
1290,2015,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15,25,red,122500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12417460?auc=true,329000,198,
61,2021,Mazda,2,1.3,S Leather,Sedan,AT,15,25,gray,55742,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-มีนบุรี/12495085?auc=true,454000,51,
2056,2015,Mazda,2,1.5,XD High Plus,Sedan,AT,15,25,red,107089,2023-10-25,mazda-2-xd-high-plus-ภาคตะวันออก-อำเภอเมืองชลบุรี/12526001?auc=true,359000,212,
1536,2020,Mazda,CX-8,2.5,SP,SUV,AT,19,25,gray,42500,2023-10-25,mazda-cx-8-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10867829,1168000,1148,
1040,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17,23,red,92500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/8011952?auc=true,799000,1080,
1384,2013,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,14,21,gray,272500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/8672500,239000,923,
2023,2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,14,21,gray,46207,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอพาน/12595574,415000,715,
1433,2022,Mazda,CX-3,2,Base,SUV,AT,15,22,gray,32500,2023-10-25,mazda-cx-3-base-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12180047,568000,953,
