index,car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost,ttb_bluebook_id,
1278,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,red,77500,2023-10-25,mazda-2-high-connect-ภาคใต้-อำเภอเมืองภูเก็ต/11966881,379000,98,
4,2016,Mazda,2,1.3,High Connect,Sedan,AT,15,25,red,152500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12846477,357900,177,
24,2017,Mazda,3,2,S Sports,Hatchback,AT,14,18,red,127500,2023-10-25,mazda-3-s-sports-ภาคตะวันออก-อำเภอเมืองชลบุรี/12172933?auc=true,519000,413,
1887,2019,Mazda,3,2,S Sports,Hatchback,AT,14,18,gray,167500,2023-10-25,mazda-3-s-sports-ภาคตะวันออก-อำเภอเมืองชลบุรี/12761663,479000,380,
970,2020,Mazda,3,2,C,Sedan,AT,19,24,gray,10000,2023-10-25,mazda-3-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12530850,680000,360,
1454,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15,22,white,80237,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11434789,399000,101,
1150,2020,Mazda,2,1.3,High Connect,Sedan,AT,15,25,gray,57500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12564380?auc=true,375000,-1,
445,2019,Mazda,3,2,SP,Sedan,AT,19,24,black,87500,2023-10-25,mazda-3-sp-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12484591,777900,376,
663,2014,Mazda,3,2,S Sports,Hatchback,AT,14,18,white,92500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12598454,365000,462,
79,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,red,73842,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12759609?carsome=true,418900,98,
1128,2016,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,14,21,black,127500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันตก-อำเภอบ้านโป่ง/12671954,387000,794,
502,2019,Mazda,CX-3,2,SP,SUV,AT,15,22,white,42500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11024490,658000,986,
2051,2016,Mazda,2,1.3,High Connect,Sedan,AT,15,25,brown,116738,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12533264,357800,177,
1,2012,Mazda,3,2,Maxx Sports,Hatchback,AT,11,14,brown,82000,2023-10-25,mazda-3-maxx-sports-กรุงเทพและปริมณฑล-มีนบุรี/10980528,269000,483,
1620,2014,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,14,21,white,72500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/7320909?auc=true,479000,887,
924,2018,Mazda,CX-3,2,SP,SUV,AT,15,22,black,2500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12752070,509000,996,
1141,2019,Mazda,CX-5,2,S,SUV,AT,17,23,black,142500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-อ่อนนุช/11911594?auc=true,628000,1067,
817,2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,14,21,white,32500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12741392?auc=true,369000,715,
1623,2015,Mazda,3,2,S Sports,Hatchback,AT,14,18,gray,112500,2023-10-25,mazda-3-s-sports-ภาคอีสาน-อำเภอเมืองนครราชสีมา/12862375,389000,440,
1503,2020,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,14,21,brown,42500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอศรีราชา/11842023?auc=true,489000,695,
1464,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,black,21511,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/9954621?auc=true,418000,98,
97,2016,Mazda,3,2,C Sports,Hatchback,AT,14,18,gray,142500,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-สุขุมวิท/12539216,428000,417,
266,2014,Mazda,3,2,SP Sports,Hatchback,AT,14,18,brown,232500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12108782,420000,461,
2030,2015,Mazda,2,1.3,High Plus,Sedan,AT,15,25,red,80000,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12564182,335000,196,
612,2020,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15,25,silver,2500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12431361?auc=true,439000,-1,
143,2018,Mazda,3,2,E,Sedan,AT,14,18,gray,80000,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11463743,478000,386,
971,2019,Mazda,3,2,C,Sedan,AT,14,18,black,152500,2023-10-25,mazda-3-c-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12698447?auc=true,459000,368,
228,2021,Mazda,2,1.3,S Sports,Hatchback,AT,15,25,black,32500,2023-10-25,mazda-2-s-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12525061,460000,63,
1999,2016,Mazda,CX-3,2,S,SUV,AT,15,22,white,177500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12340581?auc=true,459000,1010,
54,2017,Mazda,CX-5,2,S,SUV,AT,13,16,black,152500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11969985,559000,1088,
1669,2017,Mazda,3,2,SP,Sedan,AT,14,18,black,60671,2023-10-25,mazda-3-sp-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12731043,575300,410,
759,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15,25,brown,107500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอบางพลี/12449110,375000,122,
1463,2015,Mazda,2,1.5,XD,Sedan,AT,15,25,black,102500,2023-10-25,mazda-2-xd-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11817239?auc=true,299900,209,
108,2010,Mazda,3,1.6,Spirit,Sedan,AT,5,10,silver,2500,2023-10-25,mazda-3-spirit-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11725331?auc=true,149000,-1,
2068,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17,23,gray,2500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12489106,825000,1080,
439,2017,Mazda,2,1.3,High Plus,Sedan,AT,15,25,blue,147500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12615332,397900,148,
713,2015,Mazda,3,2,SP Sports,Hatchback,AT,14,18,red,167042,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12521233?auc=true,369000,439,
289,2021,Mazda,2,1.3,C Sports,Hatchback,AT,15,22,silver,37500,2023-10-25,mazda-2-c-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/9546549?auc=true,429000,-1,
2,2021,Mazda,2,1.3,S Leather,Sedan,AT,15,25,gray,37500,2023-10-25,mazda-2-s-leather-ภาคอีสาน-อำเภอเมืองร้อยเอ็ด/12772555,390000,52,
2038,2018,Mazda,3,2,C Sports,Hatchback,AT,14,18,gray,82500,2023-10-25,mazda-3-c-sports-ภาคตะวันออก-อำเภอศรีราชา/10843905?auc=true,599000,384,
607,2017,Mazda,2,1.5,XD High Connect,Sedan,AT,15,25,brown,12500,2023-10-25,mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12831884,348000,163,
1273,2016,Mazda,CX-3,2,SP,SUV,AT,15,22,black,122500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/9866652,469000,1011,
301,2022,Mazda,CX-30,2,SP,SUV,AT,20,25,brown,42000,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12825196,839000,1024,
1515,2021,Mazda,CX-30,2,S,SUV,AT,20,25,white,82589,2023-10-25,mazda-cx-30-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/10162937?auc=true,759900,1027,
997,2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15,25,black,117500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12466776,359000,152,
146,2018,Mazda,3,2,SP Sports,Hatchback,AT,14,18,white,130000,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12663364,548000,394,
1690,2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15,25,red,98844,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12371167,349700,181,
1088,2016,Mazda,3,2,C Sports,Hatchback,AT,14,18,red,2500,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/9271513?auc=true,369000,417,
236,2019,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17,23,black,120349,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11262176?auc=true,759999,1071,
1828,2015,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13,16,gray,112500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12798140,459000,1107,
2043,2012,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9,14,white,156422,2023-10-25,mazda-2-elegance-spirit-ภาคใต้-อำเภอหาดใหญ่/12557851,225000,291,
1105,2013,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13,16,silver,142500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12606189?auc=true,479000,-1,
693,2020,Mazda,CX-30,2,S,SUV,AT,20,25,black,32500,2023-10-25,mazda-cx-30-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12759611,819000,1031,
840,2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9,14,black,37500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12761448,238000,267,
1263,2021,Mazda,3,2,SP Sports,Hatchback,AT,19,24,white,47500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12482478,899000,358,
2137,2016,Mazda,2,1.3,High Connect,Sedan,AT,15,25,black,67500,2023-10-25,mazda-2-high-connect-ภาคอีสาน-อำเภอเมืองร้อยเอ็ด/10488964,370000,177,
1818,2021,Mazda,3,2,SP Sports,Hatchback,AT,19,24,gray,27500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12802587,778000,-1,
424,2017,Mazda,3,2,S Sports,Hatchback,AT,14,18,black,162276,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12521339?carsome=true,528900,413,
723,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15,25,white,82500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12737150,369000,101,
1176,2018,Mazda,CX-5,2,SP,SUV,AT,17,23,black,107500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12594058,660000,1079,
210,2017,Mazda,3,2,C Sports,Hatchback,AT,14,18,black,12500,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12374480,450000,402,
1131,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15,25,white,2500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอนครชัยศรี/10911866,419000,122,
676,2015,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13,16,gray,2500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12272362,419000,1107,
2098,2010,Mazda,2,1.5,Spirit Sports,Hatchback,AT,9,14,sky,232500,2023-10-25,mazda-2-spirit-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12400075,149000,329,
354,2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,14,21,white,70000,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11569642?auc=true,338000,932,
1361,2022,Mazda,2,1.3,E,Sedan,AT,15,25,gray,12500,2023-10-25,mazda-2-e-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/11595889,489000,27,
1297,2012,Mazda,2,1.5,Groove,Sedan,AT,9,14,white,157500,2023-10-25,mazda-2-groove-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12199383,180000,277,
941,2014,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,14,21,black,262500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-มีนบุรี/12738031?auc=true,279000,884,
1282,2016,Mazda,CX-3,2,E,SUV,AT,15,22,brown,63791,2023-10-25,mazda-cx-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12071554?auc=true,397000,1009,
1380,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,white,47500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12339507,415000,101,
1415,2016,Mazda,3,2,S Sports,Hatchback,AT,14,18,white,2500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11963675,399000,423,
691,2018,Mazda,CX-5,2,S,SUV,AT,17,23,blue,137500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12444234?auc=true,689000,1077,
684,2011,Mazda,2,1.5,Spirit Sports,Sedan,AT,9,14,sky,177500,2023-10-25,mazda-2-spirit-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11914943,148000,317,
1722,2022,Mazda,CX-30,2,SP,SUV,AT,20,25,cream,33577,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12542566?auc=true,939000,1024,
577,2018,Mazda,3,2,S,Sedan,AT,14,18,gray,32665,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12399630?auc=true,528000,390,
1268,2020,Mazda,2,1.3,High Connect,Sedan,AT,15,25,gray,2500,2023-10-25,mazda-2-high-connect-ภาคตะวันออก-อำเภอศรีราชา/12474507?auc=true,438000,103,
1192,2020,Mazda,3,2,S Sports,Hatchback,AT,19,24,gray,67500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12562498?auc=true,729000,367,
1323,2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13,16,black,102500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/7826735?auc=true,577000,1102,
1870,2017,Mazda,CX-3,2,E,SUV,AT,15,22,blue,37500,2023-10-25,mazda-cx-3-e-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12092959,495000,1001,
844,2018,Mazda,2,1.3,High Plus,Sedan,AT,15,25,black,107500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/10098607,399000,120,
389,2019,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15,25,gray,21505,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12483523?carsome=true,432900,103,
1481,2019,Mazda,CX-3,2,SP,SUV,AT,15,22,gray,32500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11277344,668000,986,
93,2018,Mazda,3,2,E,Sedan,AT,14,18,gray,142500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12670399,371900,387,
1716,2012,Mazda,2,1.5,Spirit,Sedan,AT,9,14,white,122500,2023-10-25,mazda-2-spirit-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12349567,199000,291,
616,2020,Mazda,2,1.3,S Leather,Sedan,AT,15,25,gray,17500,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/12332539,455000,77,
1019,2005,Mazda,3,1.6,V,Sedan,AT,5,10,gray,162500,2023-10-25,mazda-3-v-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12317383,149000,-1,ไม่มีใน ttb (ปีเก่าเกิน)
865,2022,Mazda,2,1.3,C Sports,Hatchback,AT,15,25,red,12500,2023-10-25,mazda-2-c-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12653616?auc=true,447000,26,Sold
1281,2020,Mazda,2,1.3,E Sports,Hatchback,AT,15,25,white,17500,2023-10-25,mazda-2-e-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12308564?auc=true,419000,75,
378,2018,Mazda,2,1.3,High Connect,Sedan,AT,15,25,white,92500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12721322?carsome=true,393900,145,
1993,2017,Mazda,CX-3,2,C,SUV,AT,15,22,white,12500,2023-10-25,mazda-cx-3-c-กรุงเทพและปริมณฑล-อำเภอบางใหญ่/12478335?auc=true,459000,1000,
866,2018,Mazda,2,1.5,XD Sports High Connect,Hatchback,AT,15,25,red,82500,2023-10-25,mazda-2-xd-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอคลองหลวง/12772960,369000,138,
634,2014,Mazda,CX-5,2,S,SUV,AT,13,16,blue,122500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12289485,359900,1110,
1905,2018,Mazda,2,1.3,High Connect,Sedan,AT,15,25,gray,74500,2023-10-25,mazda-2-high-connect-ภาคอีสาน-อำเภอเมืองขอนแก่น/12745561,370000,145,
1313,2012,Mazda,2,1.5,Sports Groove,Hatchback,MT,9,14,white,97500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12379511?auc=true,189000,283,
1512,2017,Mazda,2,1.3,Sports Standard,Hatchback,AT,15,22,white,92500,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11483618,329000,157,
1661,2016,Mazda,CX-3,2,S,SUV,AT,15,22,black,108776,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12831363,459700,1010,
666,2008,Mazda,3,2,Maxx Sports,Hatchback,AT,5,10,silver,152500,2023-10-25,mazda-3-maxx-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11926542,188000,539,
1467,2022,Mazda,3,2,SP,Sedan,AT,19,24,white,176,2023-10-25,mazda-3-sp-ภาคใต้-อำเภอเมืองสุราษฎร์ธานี/10659316,1109000,347,
1254,2021,Mazda,CX-30,2,SP,SUV,AT,20,25,black,52500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12521636,729000,1028,
351,2018,Mazda,2,1.3,Sports High,Hatchback,AT,15,25,silver,100,2023-10-25,mazda-2-sports-high-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12493830?auc=true,378000,125,
522,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17,23,silver,92500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11374129,759000,1080,
1731,2019,Mazda,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer,Pickup,AT,14,21,black,72500,2023-10-25,mazda-bt-50-pro-thunder-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12839404,498000,712,
2157,2017,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,14,21,gray,94104,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12114033?auc=true,339000,767,
1108,2019,Mazda,2,1.3,High Connect,Sedan,AT,15,25,red,124000,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12699262,389000,98,
784,2014,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,14,21,white,210000,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12206348?auc=true,334000,884,
921,2018,Mazda,3,2,E,Sedan,AT,14,18,gray,117500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12710421?auc=true,394000,387,
1812,2021,Mazda,CX-30,2,SP,SUV,AT,20,25,gray,50222,2023-10-25,mazda-cx-30-sp-ภาคเหนือ-อำเภอเมืองเชียงราย/12807108,855000,1028,
597,2014,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9,14,gold,100000,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12175876,298000,238,
1775,2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9,14,gray,120000,2023-10-25,mazda-2-sports-spirit-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12820066,149000,296,
